Timestamp,Date,Open,High,Low,Close
2025.06.02 02:31:00,2025.06.02 02:31:00,1.34904,1.34932,1.34904,1.34927
2025.06.02 02:32:00,2025.06.02 02:32:00,1.34928,1.34952,1.34928,1.34943
2025.06.02 02:33:00,2025.06.02 02:33:00,1.34944,1.34961,1.34943,1.34951
2025.06.02 02:34:00,2025.06.02 02:34:00,1.34950,1.34951,1.34927,1.34929
2025.06.02 02:35:00,2025.06.02 02:35:00,1.34928,1.34934,1.34927,1.34928
2025.06.02 02:36:00,2025.06.02 02:36:00,1.34929,1.34941,1.34927,1.34929
2025.06.02 02:37:00,2025.06.02 02:37:00,1.34929,1.34935,1.34926,1.34933
2025.06.02 02:38:00,2025.06.02 02:38:00,1.34933,1.34934,1.34930,1.34933
2025.06.02 02:39:00,2025.06.02 02:39:00,1.34933,1.34935,1.34931,1.34934
2025.06.02 02:40:00,2025.06.02 02:40:00,1.34933,1.34934,1.34921,1.34922
2025.06.02 02:41:00,2025.06.02 02:41:00,1.34922,1.34930,1.34921,1.34921
2025.06.02 02:42:00,2025.06.02 02:42:00,1.34921,1.34926,1.34920,1.34922
2025.06.02 02:43:00,2025.06.02 02:43:00,1.34922,1.34923,1.34910,1.34910
2025.06.02 02:44:00,2025.06.02 02:44:00,1.34911,1.34914,1.34904,1.34914
2025.06.02 02:45:00,2025.06.02 02:45:00,1.34912,1.34914,1.34911,1.34914
2025.06.02 02:46:00,2025.06.02 02:46:00,1.34914,1.34923,1.34913,1.34921
2025.06.02 02:47:00,2025.06.02 02:47:00,1.34921,1.34922,1.34910,1.34911
2025.06.02 02:48:00,2025.06.02 02:48:00,1.34911,1.34914,1.34909,1.34909
2025.06.02 02:49:00,2025.06.02 02:49:00,1.34911,1.34922,1.34908,1.34910
2025.06.02 02:50:00,2025.06.02 02:50:00,1.34908,1.34911,1.34880,1.34880
2025.06.02 02:51:00,2025.06.02 02:51:00,1.34881,1.34886,1.34864,1.34865
2025.06.02 02:52:00,2025.06.02 02:52:00,1.34864,1.34878,1.34864,1.34877
2025.06.02 02:53:00,2025.06.02 02:53:00,1.34878,1.34883,1.34878,1.34879
2025.06.02 02:54:00,2025.06.02 02:54:00,1.34878,1.34879,1.34868,1.34874
2025.06.02 02:55:00,2025.06.02 02:55:00,1.34873,1.34875,1.34855,1.34864
2025.06.02 02:56:00,2025.06.02 02:56:00,1.34865,1.34865,1.34857,1.34865
2025.06.02 02:57:00,2025.06.02 02:57:00,1.34864,1.34864,1.34847,1.34855
2025.06.02 02:58:00,2025.06.02 02:58:00,1.34849,1.34850,1.34842,1.34844
2025.06.02 02:59:00,2025.06.02 02:59:00,1.34845,1.34861,1.34845,1.34855
2025.06.02 03:00:00,2025.06.02 03:00:00,1.34855,1.34855,1.34844,1.34852
2025.06.02 03:01:00,2025.06.02 03:01:00,1.34851,1.34877,1.34850,1.34870
2025.06.02 03:02:00,2025.06.02 03:02:00,1.34869,1.34875,1.34862,1.34865
2025.06.02 03:03:00,2025.06.02 03:03:00,1.34866,1.34873,1.34857,1.34866
2025.06.02 03:04:00,2025.06.02 03:04:00,1.34865,1.34865,1.34855,1.34862
2025.06.02 03:05:00,2025.06.02 03:05:00,1.34862,1.34871,1.34854,1.34857
2025.06.02 03:06:00,2025.06.02 03:06:00,1.34856,1.34856,1.34824,1.34831
2025.06.02 03:07:00,2025.06.02 03:07:00,1.34831,1.34831,1.34824,1.34825
2025.06.02 03:08:00,2025.06.02 03:08:00,1.34825,1.34825,1.34814,1.34814
2025.06.02 03:09:00,2025.06.02 03:09:00,1.34813,1.34819,1.34802,1.34803
2025.06.02 03:10:00,2025.06.02 03:10:00,1.34803,1.34804,1.34784,1.34794
2025.06.02 03:11:00,2025.06.02 03:11:00,1.34795,1.34797,1.34783,1.34794
2025.06.02 03:12:00,2025.06.02 03:12:00,1.34794,1.34811,1.34794,1.34811
2025.06.02 03:13:00,2025.06.02 03:13:00,1.34811,1.34813,1.34786,1.34787
2025.06.02 03:14:00,2025.06.02 03:14:00,1.34786,1.34795,1.34783,1.34790
2025.06.02 03:15:00,2025.06.02 03:15:00,1.34790,1.34798,1.34790,1.34793
2025.06.02 03:16:00,2025.06.02 03:16:00,1.34792,1.34799,1.34792,1.34796
2025.06.02 03:17:00,2025.06.02 03:17:00,1.34796,1.34814,1.34794,1.34813
2025.06.02 03:18:00,2025.06.02 03:18:00,1.34813,1.34820,1.34808,1.34820
2025.06.02 03:19:00,2025.06.02 03:19:00,1.34822,1.34824,1.34813,1.34821
2025.06.02 03:20:00,2025.06.02 03:20:00,1.34820,1.34840,1.34820,1.34836
2025.06.02 03:21:00,2025.06.02 03:21:00,1.34836,1.34837,1.34829,1.34829
2025.06.02 03:22:00,2025.06.02 03:22:00,1.34829,1.34831,1.34825,1.34830
2025.06.02 03:23:00,2025.06.02 03:23:00,1.34831,1.34831,1.34817,1.34820
2025.06.02 03:24:00,2025.06.02 03:24:00,1.34821,1.34827,1.34815,1.34815
2025.06.02 03:25:00,2025.06.02 03:25:00,1.34816,1.34835,1.34815,1.34834
2025.06.02 03:26:00,2025.06.02 03:26:00,1.34834,1.34834,1.34817,1.34821
2025.06.02 03:27:00,2025.06.02 03:27:00,1.34821,1.34821,1.34804,1.34806
2025.06.02 03:28:00,2025.06.02 03:28:00,1.34805,1.34805,1.34783,1.34786
2025.06.02 03:29:00,2025.06.02 03:29:00,1.34782,1.34787,1.34777,1.34783
2025.06.02 03:30:00,2025.06.02 03:30:00,1.34782,1.34782,1.34762,1.34763
2025.06.02 03:31:00,2025.06.02 03:31:00,1.34762,1.34763,1.34752,1.34760
2025.06.02 03:32:00,2025.06.02 03:32:00,1.34760,1.34770,1.34752,1.34768
2025.06.02 03:33:00,2025.06.02 03:33:00,1.34767,1.34767,1.34755,1.34760
2025.06.02 03:34:00,2025.06.02 03:34:00,1.34759,1.34760,1.34754,1.34754
2025.06.02 03:35:00,2025.06.02 03:35:00,1.34753,1.34758,1.34749,1.34751
2025.06.02 03:36:00,2025.06.02 03:36:00,1.34750,1.34752,1.34742,1.34746
2025.06.02 03:37:00,2025.06.02 03:37:00,1.34745,1.34753,1.34744,1.34745
2025.06.02 03:38:00,2025.06.02 03:38:00,1.34745,1.34763,1.34728,1.34762
2025.06.02 03:39:00,2025.06.02 03:39:00,1.34763,1.34763,1.34749,1.34754
2025.06.02 03:40:00,2025.06.02 03:40:00,1.34755,1.34764,1.34753,1.34754
2025.06.02 03:41:00,2025.06.02 03:41:00,1.34755,1.34769,1.34753,1.34769
2025.06.02 03:42:00,2025.06.02 03:42:00,1.34768,1.34775,1.34763,1.34772
2025.06.02 03:43:00,2025.06.02 03:43:00,1.34771,1.34771,1.34755,1.34763
2025.06.02 03:44:00,2025.06.02 03:44:00,1.34763,1.34774,1.34759,1.34773
2025.06.02 03:45:00,2025.06.02 03:45:00,1.34773,1.34779,1.34771,1.34775
2025.06.02 03:46:00,2025.06.02 03:46:00,1.34774,1.34776,1.34762,1.34773
2025.06.02 03:47:00,2025.06.02 03:47:00,1.34774,1.34788,1.34774,1.34784
2025.06.02 03:48:00,2025.06.02 03:48:00,1.34784,1.34788,1.34777,1.34777
2025.06.02 03:49:00,2025.06.02 03:49:00,1.34775,1.34805,1.34775,1.34804
2025.06.02 03:50:00,2025.06.02 03:50:00,1.34805,1.34812,1.34796,1.34806
2025.06.02 03:51:00,2025.06.02 03:51:00,1.34805,1.34805,1.34797,1.34802
2025.06.02 03:52:00,2025.06.02 03:52:00,1.34801,1.34806,1.34794,1.34806
2025.06.02 03:53:00,2025.06.02 03:53:00,1.34805,1.34806,1.34784,1.34785
2025.06.02 03:54:00,2025.06.02 03:54:00,1.34784,1.34792,1.34782,1.34791
2025.06.02 03:55:00,2025.06.02 03:55:00,1.34791,1.34792,1.34775,1.34776
2025.06.02 03:56:00,2025.06.02 03:56:00,1.34776,1.34782,1.34763,1.34782
2025.06.02 03:57:00,2025.06.02 03:57:00,1.34782,1.34790,1.34780,1.34785
2025.06.02 03:58:00,2025.06.02 03:58:00,1.34786,1.34824,1.34786,1.34824
2025.06.02 03:59:00,2025.06.02 03:59:00,1.34823,1.34827,1.34816,1.34827
2025.06.02 04:00:00,2025.06.02 04:00:00,1.34828,1.34847,1.34828,1.34845
2025.06.02 04:01:00,2025.06.02 04:01:00,1.34846,1.34846,1.34815,1.34819
2025.06.02 04:02:00,2025.06.02 04:02:00,1.34819,1.34838,1.34819,1.34834
2025.06.02 04:03:00,2025.06.02 04:03:00,1.34835,1.34838,1.34822,1.34826
2025.06.02 04:04:00,2025.06.02 04:04:00,1.34825,1.34826,1.34816,1.34825
2025.06.02 04:05:00,2025.06.02 04:05:00,1.34825,1.34831,1.34825,1.34826
2025.06.02 04:06:00,2025.06.02 04:06:00,1.34822,1.34823,1.34814,1.34823
2025.06.02 04:07:00,2025.06.02 04:07:00,1.34824,1.34829,1.34823,1.34823
2025.06.02 04:08:00,2025.06.02 04:08:00,1.34822,1.34823,1.34812,1.34822
2025.06.02 04:09:00,2025.06.02 04:09:00,1.34823,1.34823,1.34813,1.34816
2025.06.02 04:10:00,2025.06.02 04:10:00,1.34817,1.34824,1.34815,1.34822
2025.06.02 04:11:00,2025.06.02 04:11:00,1.34823,1.34831,1.34820,1.34829
2025.06.02 04:12:00,2025.06.02 04:12:00,1.34830,1.34841,1.34828,1.34835
2025.06.02 04:13:00,2025.06.02 04:13:00,1.34835,1.34837,1.34817,1.34822
2025.06.02 04:14:00,2025.06.02 04:14:00,1.34822,1.34835,1.34822,1.34834
2025.06.02 04:15:00,2025.06.02 04:15:00,1.34833,1.34836,1.34833,1.34836
2025.06.02 04:16:00,2025.06.02 04:16:00,1.34836,1.34843,1.34835,1.34842
2025.06.02 04:17:00,2025.06.02 04:17:00,1.34842,1.34846,1.34836,1.34836
2025.06.02 04:18:00,2025.06.02 04:18:00,1.34834,1.34853,1.34825,1.34844
2025.06.02 04:19:00,2025.06.02 04:19:00,1.34845,1.34848,1.34841,1.34847
2025.06.02 04:20:00,2025.06.02 04:20:00,1.34848,1.34866,1.34848,1.34859
2025.06.02 04:21:00,2025.06.02 04:21:00,1.34859,1.34859,1.34854,1.34857
2025.06.02 04:22:00,2025.06.02 04:22:00,1.34856,1.34866,1.34854,1.34858
2025.06.02 04:23:00,2025.06.02 04:23:00,1.34857,1.34868,1.34857,1.34866
2025.06.02 04:24:00,2025.06.02 04:24:00,1.34861,1.34867,1.34855,1.34867
2025.06.02 04:25:00,2025.06.02 04:25:00,1.34867,1.34871,1.34865,1.34867
2025.06.02 04:26:00,2025.06.02 04:26:00,1.34867,1.34875,1.34866,1.34870
2025.06.02 04:27:00,2025.06.02 04:27:00,1.34869,1.34876,1.34865,1.34876
2025.06.02 04:28:00,2025.06.02 04:28:00,1.34876,1.34877,1.34875,1.34875
2025.06.02 04:29:00,2025.06.02 04:29:00,1.34876,1.34882,1.34872,1.34882
2025.06.02 04:30:00,2025.06.02 04:30:00,1.34881,1.34886,1.34871,1.34877
2025.06.02 04:31:00,2025.06.02 04:31:00,1.34877,1.34877,1.34872,1.34875
2025.06.02 04:32:00,2025.06.02 04:32:00,1.34876,1.34876,1.34860,1.34863
2025.06.02 04:33:00,2025.06.02 04:33:00,1.34860,1.34873,1.34860,1.34872
2025.06.02 04:34:00,2025.06.02 04:34:00,1.34872,1.34873,1.34863,1.34865
2025.06.02 04:35:00,2025.06.02 04:35:00,1.34864,1.34875,1.34864,1.34874
2025.06.02 04:36:00,2025.06.02 04:36:00,1.34875,1.34876,1.34865,1.34871
2025.06.02 04:37:00,2025.06.02 04:37:00,1.34871,1.34872,1.34864,1.34865
2025.06.02 04:38:00,2025.06.02 04:38:00,1.34865,1.34876,1.34865,1.34873
2025.06.02 04:39:00,2025.06.02 04:39:00,1.34872,1.34873,1.34859,1.34861
2025.06.02 04:40:00,2025.06.02 04:40:00,1.34861,1.34862,1.34856,1.34856
2025.06.02 04:41:00,2025.06.02 04:41:00,1.34856,1.34885,1.34855,1.34883
2025.06.02 04:42:00,2025.06.02 04:42:00,1.34884,1.34885,1.34881,1.34883
2025.06.02 04:43:00,2025.06.02 04:43:00,1.34884,1.34889,1.34884,1.34884
2025.06.02 04:44:00,2025.06.02 04:44:00,1.34885,1.34885,1.34872,1.34872
2025.06.02 04:45:00,2025.06.02 04:45:00,1.34874,1.34875,1.34854,1.34859
2025.06.02 04:46:00,2025.06.02 04:46:00,1.34859,1.34865,1.34857,1.34857
2025.06.02 04:47:00,2025.06.02 04:47:00,1.34858,1.34863,1.34855,1.34859
2025.06.02 04:48:00,2025.06.02 04:48:00,1.34860,1.34864,1.34856,1.34863
2025.06.02 04:49:00,2025.06.02 04:49:00,1.34862,1.34875,1.34860,1.34872
2025.06.02 04:50:00,2025.06.02 04:50:00,1.34873,1.34876,1.34867,1.34876
2025.06.02 04:51:00,2025.06.02 04:51:00,1.34877,1.34877,1.34865,1.34865
2025.06.02 04:52:00,2025.06.02 04:52:00,1.34864,1.34875,1.34859,1.34875
2025.06.02 04:53:00,2025.06.02 04:53:00,1.34875,1.34886,1.34873,1.34885
2025.06.02 04:54:00,2025.06.02 04:54:00,1.34885,1.34888,1.34883,1.34887
2025.06.02 04:55:00,2025.06.02 04:55:00,1.34888,1.34897,1.34886,1.34896
2025.06.02 04:56:00,2025.06.02 04:56:00,1.34896,1.34899,1.34892,1.34896
2025.06.02 04:57:00,2025.06.02 04:57:00,1.34898,1.34899,1.34896,1.34896
2025.06.02 04:58:00,2025.06.02 04:58:00,1.34897,1.34901,1.34894,1.34896
2025.06.02 04:59:00,2025.06.02 04:59:00,1.34897,1.34901,1.34888,1.34888
2025.06.02 05:00:00,2025.06.02 05:00:00,1.34885,1.34905,1.34876,1.34904
2025.06.02 05:01:00,2025.06.02 05:01:00,1.34904,1.34930,1.34903,1.34928
2025.06.02 05:02:00,2025.06.02 05:02:00,1.34928,1.34936,1.34928,1.34936
2025.06.02 05:03:00,2025.06.02 05:03:00,1.34935,1.34941,1.34934,1.34940
2025.06.02 05:04:00,2025.06.02 05:04:00,1.34939,1.34947,1.34936,1.34945
2025.06.02 05:05:00,2025.06.02 05:05:00,1.34945,1.34946,1.34926,1.34926
2025.06.02 05:06:00,2025.06.02 05:06:00,1.34927,1.34932,1.34923,1.34932
2025.06.02 05:07:00,2025.06.02 05:07:00,1.34932,1.34939,1.34926,1.34938
2025.06.02 05:08:00,2025.06.02 05:08:00,1.34939,1.34949,1.34936,1.34948
2025.06.02 05:09:00,2025.06.02 05:09:00,1.34948,1.34952,1.34943,1.34943
2025.06.02 05:10:00,2025.06.02 05:10:00,1.34943,1.34943,1.34921,1.34923
2025.06.02 05:11:00,2025.06.02 05:11:00,1.34924,1.34948,1.34923,1.34935
2025.06.02 05:12:00,2025.06.02 05:12:00,1.34936,1.34946,1.34933,1.34946
2025.06.02 05:13:00,2025.06.02 05:13:00,1.34945,1.34946,1.34935,1.34936
2025.06.02 05:14:00,2025.06.02 05:14:00,1.34935,1.34941,1.34930,1.34941
2025.06.02 05:15:00,2025.06.02 05:15:00,1.34941,1.34949,1.34941,1.34947
